"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6343","Search for Playwright on Google","","Thu Aug 14 16:53:38 IST 2025","passed","Thu Aug 14 16:53:44 IST 2025","","","",""
